m,re_key,qu_1,m_1,unit_1,qu_2,m_2,unit_2,lookups_item_key,l_p,s,r,url,finalMap,
<_sre.SRE_Match object at 0x000000000B7D6858>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,4 tbsp water,4 tbsp water,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B7D6770>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,1 tbsp olive oil,1 tbsp olive oil,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B7D6770>,st,CD ,,CD NNS,,,NNS, NNS,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS NNS,8 kalamata olives,8 kalamata olives,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887858>,st,,,CD,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN,1 carrot,1 carrot,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,1 small courgette,1 small courgette,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887858>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,1 small beetroot,1 small beetroot,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,,,CD,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD VBD RB CD NN,150g cooked quinoa 5 oz,150g cooked quinoa 5 oz,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,1 ripe avocado,1 ripe avocado,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887858>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,1 garlic clove,1 garlic clove,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,,,CD,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",NN IN CD NN,juice of 1.5 lemon,juice of 1.5 lemon,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887858>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NNS,8 large basil leaves,8 large basil leaves,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,1 tbsp cider vinegar,1 tbsp cider vinegar,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887858>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,4 tbsp water,4 tbsp water,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,1 tbsp olive oil,1 tbsp olive oil,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000B887770>,st,CD ,,CD NNS,,,NNS, NNS,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS NNS,8 kalamata olives,8 kalamata olives,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,"[{'itemprop': 'recipeIngredient'}, {}]"
<_sre.SRE_Match object at 0x000000000BC98B10>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,335 g soft butter,335 g soft butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN JJ NN NN VBZ RB RB,400 g caster sugar golden caster sugar is lovely here,400 g caster sugar golden caster sugar is lovely here,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98B10>,st,CD ,,CD ,,,NNS ,JJ NNS ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NNS VBD,6 large eggs separated,6 large eggs separated,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,2 tsp vanilla extract,2 tsp vanilla extract,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98B10>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,335 g plain flour,335 g plain flour,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98BF8>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,3 tsp baking powder,3 tsp baking powder,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98B10>,st,CD ,,CD NNS,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS NN,185 ml milk,185 ml milk,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN NN,160 g seedless raspberry jam,160 g seedless raspberry jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98B10>,st,CD ,,CD ,,,NN ,JJ JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN VBD,80 g white chocolate melted,80 g white chocolate melted,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,250 g caster sugar,250 g caster sugar,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98B10>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NNS,4 large egg whites,4 large egg whites,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98BF8>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,375 g butter,375 g butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98B10>,st,,,CD,,,NN , NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",JJ CD NN IN NN,extra 1 tbsp of jam,extra 1 tbsp of jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,335 g soft butter,335 g soft butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN JJ NN NN VBZ RB RB,400 g caster sugar golden caster sugar is lovely here,400 g caster sugar golden caster sugar is lovely here,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,CD ,,CD ,,,NNS ,JJ NNS ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NNS VBD,6 large eggs separated,6 large eggs separated,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,2 tsp vanilla extract,2 tsp vanilla extract,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,335 g plain flour,335 g plain flour,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6BF8>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,3 tsp baking powder,3 tsp baking powder,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,CD ,,CD NNS,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS NN,185 ml milk,185 ml milk,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN NN,160 g seedless raspberry jam,160 g seedless raspberry jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,CD ,,CD ,,,NN ,JJ JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN VBD,80 g white chocolate melted,80 g white chocolate melted,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,250 g caster sugar,250 g caster sugar,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NNS,4 large egg whites,4 large egg whites,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6BF8>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,375 g butter,375 g butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B7D6B10>,st,,,CD,,,NN , NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",JJ CD NN IN NN,extra 1 tbsp of jam,extra 1 tbsp of jam,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B887B10>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,335 g soft butter,335 g soft butter,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B887BF8>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN JJ NN NN VBZ RB RB,400 g caster sugar golden caster sugar is lovely here,400 g caster sugar golden caster sugar is lovely here,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x000000000B887B10>,st,CD ,,CD ,,,NNS ,JJ NNS ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NNS VBD,6 large eggs separated,6 large eggs separated,https://www.everynookandcranny.net/a-swirly-twirly-raspberry-ripple-cake/,[{'class': ['wprm-recipe-ingredient']}]
